Input Facts,Input Rules,Inference,Label,Template Type
 Mary went back to the office. John went back to the bathroom. John went to the hallway. Mary journeyed to the hallway. Sandra travelled to the hallway. Mary travelled to the office. Mary went back to the hallway. Sandra travelled to the office. John went to the kitchen. Sandra went to the hallway., If Mary went back to the office then Mary is in the office. If John went back to the bathroom then John is in the bathroom. If John went to the hallway then John is in the hallway. If Mary journeyed to the hallway then Mary is in the hallway. If Sandra travelled to the hallway then Sandra is in the hallway. If Mary travelled to the office then Mary is in the office. If Mary went back to the hallway then Mary is in the hallway. If Sandra travelled to the office then Sandra is in the office. If John went to the kitchen then John is in the kitchen. If Sandra went to the hallway then Sandra is in the hallway.,Mary is in the hallway.,TRUE,Type 4-PersonLocationChange
 Sandra moved to the hallway. John moved to the hallway., If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the hallway then John is in the hallway.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the hallway. John moved to the hallway. John journeyed to the bathroom. Daniel went back to the bedroom., If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the hallway then John is in the hallway. If John journeyed to the bathroom then John is in the bathroom. If Daniel went back to the bedroom then Daniel is in the bedroom.,John is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the hallway. John moved to the hallway. John journeyed to the bathroom. Daniel went back to the bedroom. Mary travelled to the bedroom. Mary journeyed to the garden., If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the hallway then John is in the hallway. If John journeyed to the bathroom then John is in the bathroom. If Daniel went back to the bedroom then Daniel is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden.,Daniel is in the bedroom.,TRUE,Type 4-PersonLocationChange
 Sandra moved to the hallway. John moved to the hallway. John journeyed to the bathroom. Daniel went back to the bedroom. Mary travelled to the bedroom. Mary journeyed to the garden. John travelled to the bedroom. Sandra journeyed to the garden., If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the hallway then John is in the hallway. If John journeyed to the bathroom then John is in the bathroom. If Daniel went back to the bedroom then Daniel is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If John travelled to the bedroom then John is in the bedroom. If Sandra journeyed to the garden then Sandra is in the garden.,Daniel is in the bedroom.,TRUE,Type 4-PersonLocationChange
 Sandra moved to the hallway. John moved to the hallway. John journeyed to the bathroom. Daniel went back to the bedroom. Mary travelled to the bedroom. Mary journeyed to the garden. John travelled to the bedroom. Sandra journeyed to the garden. John journeyed to the kitchen. Sandra went to the kitchen., If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the hallway then John is in the hallway. If John journeyed to the bathroom then John is in the bathroom. If Daniel went back to the bedroom then Daniel is in the bedroom. If Mary travelled to the bedroom then Mary is in the bedroom. If Mary journeyed to the garden then Mary is in the garden. If John travelled to the bedroom then John is in the bedroom. If Sandra journeyed to the garden then Sandra is in the garden. If John journeyed to the kitchen then John is in the kitchen. If Sandra went to the kitchen then Sandra is in the kitchen.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Daniel went to the kitchen. Mary travelled to the hallway., If Daniel went to the kitchen then Daniel is in the kitchen. If Mary travelled to the hallway then Mary is in the hallway.,Daniel is in the garden.,FALSE,Type 4-PersonLocationChange
 Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom., If Daniel went to the kitchen then Daniel is in the kitchen. If Mary travelled to the hallway then Mary is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the bathroom then Mary is in the bathroom.,Mary is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom. Sandra moved to the hallway. John moved to the garden., If Daniel went to the kitchen then Daniel is in the kitchen. If Mary travelled to the hallway then Mary is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the bathroom then Mary is in the bathroom. If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the garden then John is in the garden.,Daniel is in the garden.,TRUE,Type 4-PersonLocationChange
 Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom. Sandra moved to the hallway. John moved to the garden. Daniel moved to the kitchen. Mary travelled to the office., If Daniel went to the kitchen then Daniel is in the kitchen. If Mary travelled to the hallway then Mary is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the bathroom then Mary is in the bathroom. If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the garden then John is in the garden. If Daniel moved to the kitchen then Daniel is in the kitchen. If Mary travelled to the office then Mary is in the office.,Daniel is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom. Sandra moved to the hallway. John moved to the garden. Daniel moved to the kitchen. Mary travelled to the office. Daniel travelled to the hallway. Sandra travelled to the bathroom., If Daniel went to the kitchen then Daniel is in the kitchen. If Mary travelled to the hallway then Mary is in the hallway. If Daniel went back to the garden then Daniel is in the garden. If Mary went back to the bathroom then Mary is in the bathroom. If Sandra moved to the hallway then Sandra is in the hallway. If John moved to the garden then John is in the garden. If Daniel moved to the kitchen then Daniel is in the kitchen. If Mary travelled to the office then Mary is in the office. If Daniel travelled to the hallway then Daniel is in the hallway. If Sandra travelled to the bathroom then Sandra is in the bathroom.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the kitchen. Sandra went back to the garden., If Sandra moved to the kitchen then Sandra is in the kitchen. If Sandra went back to the garden then Sandra is in the garden.,Sandra is in the office.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the kitchen. Sandra went back to the garden. Sandra journeyed to the office. Mary moved to the office., If Sandra moved to the kitchen then Sandra is in the kitchen. If Sandra went back to the garden then Sandra is in the garden. If Sandra journeyed to the office then Sandra is in the office. If Mary moved to the office then Mary is in the office.,Mary is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the kitchen. Sandra went back to the garden. Sandra journeyed to the office. Mary moved to the office. Sandra journeyed to the bathroom. Daniel moved to the office., If Sandra moved to the kitchen then Sandra is in the kitchen. If Sandra went back to the garden then Sandra is in the garden. If Sandra journeyed to the office then Sandra is in the office. If Mary moved to the office then Mary is in the office. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the office then Daniel is in the office.,Sandra is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the kitchen. Sandra went back to the garden. Sandra journeyed to the office. Mary moved to the office. Sandra journeyed to the bathroom. Daniel moved to the office. Daniel went back to the kitchen. Mary moved to the hallway., If Sandra moved to the kitchen then Sandra is in the kitchen. If Sandra went back to the garden then Sandra is in the garden. If Sandra journeyed to the office then Sandra is in the office. If Mary moved to the office then Mary is in the office. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the office then Daniel is in the office. If Daniel went back to the kitchen then Daniel is in the kitchen. If Mary moved to the hallway then Mary is in the hallway.,Mary is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra moved to the kitchen. Sandra went back to the garden. Sandra journeyed to the office. Mary moved to the office. Sandra journeyed to the bathroom. Daniel moved to the office. Daniel went back to the kitchen. Mary moved to the hallway. John went to the office. Sandra went to the office., If Sandra moved to the kitchen then Sandra is in the kitchen. If Sandra went back to the garden then Sandra is in the garden. If Sandra journeyed to the office then Sandra is in the office. If Mary moved to the office then Mary is in the office. If Sandra journeyed to the bathroom then Sandra is in the bathroom. If Daniel moved to the office then Daniel is in the office. If Daniel went back to the kitchen then Daniel is in the kitchen. If Mary moved to the hallway then Mary is in the hallway. If John went to the office then John is in the office. If Sandra went to the office then Sandra is in the office.,John is in the garden.,FALSE,Type 4-PersonLocationChange
